"a";"b"
1,7501029483974;-0,532941066999148
3,18167256005108;0,852780056353258
-0,232523066923022;-0,0632802281954354
3,84107346087694;0,174752640915017
1,36397429555655;-0,364878249046761
1,51888551004231;-0,473127799877974
-2,08679973334074;0,288666966565383
-1,02613373473287;0,164294108284286
2,04343494400382;-0,366051131078702
-2,30504225566983;0,0772840820841009
2,64470657892525;0,390487459327337
3,95799816958606;-0,0690364196572734
-0,962844841182232;0,100256934751263
-1,31976365484297;0,350345727769616
-0,0380801651626825;-0,0211794823545678
-3,12542116269469;-0,820569273717152
0,403491986915469;0,0913892388423349
1,1025000475347;-0,186244253189753
-0,736295629292727;-0,0164884769218636
0,265345100313425;0,0842004481872793
1,40137441270053;-0,445108573197811
-1,88567267172039;0,480473960951692
3,21484078094363;0,881287011662183
2,41582560166717;0,0823257049165656
1,70236699283123;-0,493944801320734
1,97333789989352;-0,456536545890108
-2,42452895082533;-0,0982948108556984
-2,47089622542262;-0,166851232165842
-2,97662886232138;-0,858738936810928
-3,49083119817078;-0,673978197522141
-1,08246742747724;0,20603121590803
2,21017370559275;-0,175409578653602
0,201426487416029;0,0543847633964216
3,31629126891494;0,825922560450664
-1,64802491292357;0,472534103216068
-0,887618016451597;0,0645174065547241
-0,279683221131563;-0,0800905409076511
0,21116447634995;0,0729477760838998
-0,305694472044706;-0,0938593191483158
-1,09881282784045;0,207415597545844
2,82963260635734;0,687109854951273
-2,91379039920866;-0,771775025866654
0,407937791198492;0,0905222137632275
-0,515293214470148;-0,0765523848554399
-3,66642409004271;-0,420520089895383
-1,13953398913145;0,222785091444335
-3,98924735933542;0,114701084027508
1,67002457566559;-0,461408942765692
2,75225564278662;0,547787166243752
3,71071697212756;0,412218968109767
-0,207703743129969;-0,0558659764378351
0,198555195704103;0,0732850110389569
-3,47730870731175;-0,675112661309568
-0,163458980619907;-0,0558950892763572
-2,2967581320554;0,0740753501498448
0,377217222005129;0,0869790705563506
-0,622345646843314;-0,0755256605244178
0,0534282494336367;0,0120150981489639
-2,96626091189682;-0,70797091123072
-1,24395612813532;0,343520277887619
-2,45774170942605;-0,137398612988654
-0,753456650301814;-0,0216329769409918
2,12027920223773;-0,274004360726605
2,48403228446841;0,170449548458159
1,93403644300997;-0,452250935114702
-1,03394003212452;0,17408526366285
0,764396283775568;0,00788128645522881
3,10040431283414;0,917275312108235
-2,11592548899353;0,304850183694121
-1,33695518411696;0,413438680372433
2,08524123392999;-0,338257585336787
-1,83627958968282;0,536913029871233
2,35515115410089;0,0049827475827678
2,91585234552622;0,806100566973514
0,870277097448707;-0,0402029388575617
2,98835396207869;0,798808126104429
1,36062111519277;-0,373021610001829
-0,408479979261756;-0,0987863895657002
3,48941641114652;0,724124649424777
-2,22199758887291;0,186391187341736
0,0366243477910757;0,00991224780559829
-1,42633462138474;0,472540112479702
0,216222997754812;0,0520947159059671
-1,57109346799552;0,478867982493223
-0,00395727902650833;-0,00775126872314353
3,33334670215845;0,906927818860465
-3,89595103450119;-0,0598226070084263
-0,438268972560763;-0,10256107983215
-0,410715192556381;-0,0830334357793113
1,59457287751138;-0,470547951289792
-1,08115246333182;0,180594235070195
3,03467702679336;0,755778991928743
-1,44904415681958;0,485313528767902
3,85342545993626;0,149739471327694
-1,76495013013482;0,527370428528793
2,37651820108294;0,0383474869812745
0,0566500183194876;0,0182375887589026
-3,74233712628484;-0,34956913842173
1,89359797537327;-0,446891931739119
-2,9778049159795;-0,720663679329751
-3,72085748799145;-0,369391911066983
-2,00302327424288;0,395229127250937
1,84725561179221;-0,504669344423524
-2,0699677914381;0,314143531657819
-3,92007830366492;-0,0222089916834331
-1,01497633382678;0,144155807388462
-3,03008090145886;-0,807135673802418
2,0056589692831;-0,428997109224161
-3,98779393732548;0,136426536833795
-0,969960225746036;0,106548813491212
-3,88233809359372;-0,0899455016724055
0,156160170212388;0,047235393053542
3,89112038165331;0,0649720949647516
3,00930260121822;0,825501057824787
0,454265827313066;0,0990861157023474
1,20381213910878;-0,274868729133457
3,19928428716958;0,951051508447718
-3,86296184360981;-0,132602657650817
-2,36812727339566;-0,0200888374457767
-2,16308599896729;0,267793289341349
3,3158394806087;0,776763457956889
0,732994994148612;0,0280560630668246
2,22093270346522;-0,182571688489613
3,57096169143915;0,556322260524112
2,58465059101582;0,297213347220959
-3,39398764818907;-0,824077437802267
3,6500897128135;0,471048094657677
-2,30111728422344;0,0783617712181676
1,65025166980922;-0,483674222195569
-0,826111756265163;0,0156552967501248
1,50613730214536;-0,498021512341359
-1,62339738197625;0,47677910236124
-3,09440391138196;-0,803921816111237
-3,75770285539329;-0,286710936687465
-0,647420786321163;-0,0501454393135114
2,19460171088576;-0,221989863938563
0,902042515575886;-0,0788339345432879
-0,000533916056156158;0,00445467441632369
0,78721409291029;-0,00923857213763478
3,5036678686738;0,629915883732971
-1,63638614490628;0,563463979983191
3,02417314238846;0,883709497184482
-1,5664693582803;0,456778158746038
-0,471346456557512;-0,0919461962009648
1,26022985763848;-0,310506955365073
1,35870228894055;-0,394360598184146
-0,0432166066020727;-0,00948121455488071
